Tanggal,Tahun,Bulan,IdBahan,Jumlah_SPK,Total_Jumlah_Item,Total_Permintaan,Total_Aktual
12/1/2022,2022,12,B049,3,367,95.53,112.56
12/1/2022,2022,12,B052,11,602,47.28,39.53
12/1/2022,2022,12,B053,3,9,4.14,4.56
12/1/2022,2022,12,B055,2,7,1,1.07
12/1/2022,2022,12,B057,7,44,7.63,8.45
12/1/2022,2022,12,B062,4,171,34.03,31.82
12/1/2022,2022,12,B065,2,269,52.02,55.47
12/1/2022,2022,12,B066,2,26,1.3,1.45
12/1/2022,2022,12,B069,10,575,568,666
12/1/2022,2022,12,B071,18,1344,312.87,344.39
12/1/2022,2022,12,B072,1,1,2,3
12/1/2022,2022,12,B073,1,1,8.32,9.48
12/1/2022,2022,12,B076,2,12,46,52
12/1/2022,2022,12,B077,10,576,744,877
12/1/2022,2022,12,B078,4,6,4.24,4.8
12/1/2022,2022,12,B079,8,314,30361,32321
12/1/2022,2022,12,B081,8,304,404.22,370.32
12/1/2022,2022,12,B082,6,165,1457.76,1550.94
12/1/2022,2022,12,B086,1,1,13.81,15.14
12/1/2022,2022,12,B087,4,25,178.01,198.32
12/1/2022,2022,12,B088,3,32,1125.66,1187.22
12/1/2022,2022,12,B089,1,257,5724.89,6456.82
12/1/2022,2022,12,B096,4,23,357.99,326.82
12/1/2022,2022,12,B100,1,51,214.76,230.15
12/1/2022,2022,12,B102,7,556,4343.5,3984.62
12/1/2022,2022,12,B104,2,2,16.03,17.19
12/1/2022,2022,12,B108,9,567,1110,1191
12/1/2022,2022,12,B114,4,10,10,11
12/1/2022,2022,12,B115,3,14,30,28
12/1/2022,2022,12,B116,7,196,572,657
12/1/2022,2022,12,B117,2,269,53.69,49.23
12/1/2022,2022,12,B118,10,576,7766,6797
12/1/2022,2022,12,B119,7,165,163,136
12/1/2022,2022,12,B120,4,121,309,330
12/1/2022,2022,12,B123,9,567,561,502
12/1/2022,2022,12,B127,4,8,16,14
12/1/2022,2022,12,B131,1,51,52,43
12/1/2022,2022,12,B132,11,596,1325.67,1418.61
12/1/2022,2022,12,B135,1,117,386.62,416.74
12/1/2022,2022,12,B136,2,2,10.36,12.1
12/1/2022,2022,12,B138,3,23,18.14,20.66
12/1/2022,2022,12,B143,2,6,12.89,13.96
12/1/2022,2022,12,B144,1,57,43.82,40.72
12/1/2022,2022,12,B145,1,2,4.11,4.83
12/1/2022,2022,12,B146,2,3,2.78,2.31
12/1/2022,2022,12,B147,1,247,793.5,692.51
12/1/2022,2022,12,B150,1,1,0.98,1.05
12/1/2022,2022,12,B151,1,1,4.31,4.55
12/1/2022,2022,12,B152,2,18,15.34,17.32
12/1/2022,2022,12,B154,2,29,17.77,20.49
12/1/2022,2022,12,B156,1,1,1.06,1.12
12/1/2022,2022,12,B158,4,37,85.03,80.46
12/1/2022,2022,12,B161,8,53,100.33,106.23
12/1/2022,2022,12,B164,1,1,4.49,4.09
12/1/2022,2022,12,B165,2,8,6.27,7.35
12/1/2022,2022,12,B166,1,93,591,652
12/1/2022,2022,12,B168,1,4,4,5
12/1/2022,2022,12,B169,1,106,110,129
12/1/2022,2022,12,B170,1,4,11.7,12.5
12/1/2022,2022,12,B171,1,199,369,410
12/1/2022,2022,12,B175,9,228,216.09,182.88
12/1/2022,2022,12,B187,1,1,1,1
12/1/2022,2022,12,B188,1,11,11,10
12/1/2022,2022,12,B189,2,108,102,119
12/1/2022,2022,12,B191,1,1,83,92
12/1/2022,2022,12,B192,18,1436,255.81,272.87
12/1/2022,2022,12,B205,18,1440,8721.71,7884.59
12/1/2022,2022,12,B207,1,92,93,105
12/1/2022,2022,12,B209,1,4,4,5
12/1/2022,2022,12,B215,5,71,69,74
12/1/2022,2022,12,B225,1,4,4,5
12/1/2022,2022,12,B229,1,199,1118.99,1231.73
12/1/2022,2022,12,B237,18,1075,193.46,218.19
12/1/2022,2022,12,B238,2,26,2.6,2.98
12/1/2022,2022,12,B239,17,1289,998.96,1173.41
12/1/2022,2022,12,B241,18,989,1164.14,1365.33
12/1/2022,2022,12,B242,8,438,163.08,185.08
12/1/2022,2022,12,B255,11,171,111.89,121.43
12/1/2022,2022,12,B259,8,314,15757,17678
12/1/2022,2022,12,B260,9,567,567,605
12/1/2022,2022,12,B261,4,8,8,7
12/1/2022,2022,12,B262,3,221,243.95,280.65
12/1/2022,2022,12,B263,9,503,238.69,206.33
12/1/2022,2022,12,B264,8,495,237.54,250.09
12/1/2022,2022,12,B265,17,512,403.57,433.47
12/1/2022,2022,12,B266,6,38,502,445
12/1/2022,2022,12,B269,9,884,563,483
12/1/2022,2022,12,B284,1,4,4,5
12/1/2022,2022,12,B298,1,1,1,2
12/1/2022,2022,12,B299,1,92,79,90
12/1/2022,2022,12,B300,1,15,160,145
12/1/2022,2022,12,B301,1,106,342,388
12/1/2022,2022,12,B304,1,10,10,11
12/1/2022,2022,12,B305,2,2,3,4
12/1/2022,2022,12,B307,1,6,67,75
12/1/2022,2022,12,B309,4,8,8,9
12/1/2022,2022,12,B312,1,21,79,91
12/1/2022,2022,12,B314,2,110,173,189
12/1/2022,2022,12,B315,2,26,1.25,1.43
12/1/2022,2022,12,B319,18,1342,427.95,465.68
12/1/2022,2022,12,B320,10,576,282.24,267.44
12/1/2022,2022,12,B321,10,576,7822,8337
12/1/2022,2022,12,B322,9,567,17950,16889
12/1/2022,2022,12,B323,1,92,98,109
12/1/2022,2022,12,B324,1,114,473,433
12/1/2022,2022,12,B325,1,106,171,161
12/1/2022,2022,12,B326,1,1,2,3
12/1/2022,2022,12,B327,1,1,9,8
12/1/2022,2022,12,B331,2,10,39,35
12/1/2022,2022,12,B333,2,18,95,103
12/1/2022,2022,12,B339,1,8,30,34
12/1/2022,2022,12,B343,1,8,31,35
12/1/2022,2022,12,B348,1,8,32,37
12/1/2022,2022,12,B352,3,119,117.7,133.63
12/1/2022,2022,12,B354,1,1,0.41,0.47
12/1/2022,2022,12,B356,1,1,1,1
12/1/2022,2022,12,B372,8,494,1358.34,1432.28
12/1/2022,2022,12,B375,2,15,45.59,51.9
12/1/2022,2022,12,B376,1,296,709.06,640.16
12/1/2022,2022,12,B377,18,1440,316.6,345.47
12/1/2022,2022,12,B380,1,267,158.96,186.34
12/1/2022,2022,12,B381,16,1428,679.87,783.92
12/1/2022,2022,12,B382,2,8,2.7,2.99
12/1/2022,2022,12,B387,1,114,117,111
12/1/2022,2022,12,B490,1,2,4.2,4.53
12/1/2022,2022,12,B492,2,26,1.01,1.08
12/1/2022,2022,12,B494,1,92,85,98
12/1/2022,2022,12,B497,2,26,2.69,3.14
12/1/2022,2022,12,B508,2,19,17.14,18.09
1/1/2023,2023,1,B002,1,98,93,79
1/1/2023,2023,1,B010,6,204,12.34,11.4
1/1/2023,2023,1,B011,2,6,0.98,1.11
1/1/2023,2023,1,B012,5,491,126.78,115.17
1/1/2023,2023,1,B013,3,461,72.83,63.14
1/1/2023,2023,1,B014,2,6,0.89,0.84
1/1/2023,2023,1,B015,2,30,9.14,10
1/1/2023,2023,1,B016,7,497,55.4,62.75
1/1/2023,2023,1,B017,1,88,11.43,12.1
1/1/2023,2023,1,B019,2,10,9,10
1/1/2023,2023,1,B020,2,16,17,15
1/1/2023,2023,1,B022,2,11,124,102
1/1/2023,2023,1,B023,12,594,1051.98,916.09
1/1/2023,2023,1,B028,1,1,1,2
1/1/2023,2023,1,B029,1,98,100,112
1/1/2023,2023,1,B032,1,72,15.57,13.47
1/1/2023,2023,1,B033,2,195,52.73,43.8
1/1/2023,2023,1,B040,2,91,47.98,40.97
1/1/2023,2023,1,B043,2,86,11.47,13.21
1/1/2023,2023,1,B052,7,224,24.11,28.25
1/1/2023,2023,1,B053,1,4,2.12,2
1/1/2023,2023,1,B055,1,4,0.68,0.78
1/1/2023,2023,1,B057,6,26,2.75,3.05
1/1/2023,2023,1,B062,3,134,29.35,33.69
1/1/2023,2023,1,B063,1,10,1.89,1.75
1/1/2023,2023,1,B065,2,75,15.94,17.58
1/1/2023,2023,1,B066,1,14,0.71,0.75
1/1/2023,2023,1,B069,6,105,104,87
1/1/2023,2023,1,B071,13,656,203.15,168.27
1/1/2023,2023,1,B076,2,16,68,75
1/1/2023,2023,1,B077,6,204,284,325
1/1/2023,2023,1,B078,2,2,1.17,1.05
1/1/2023,2023,1,B079,6,136,17685,15934
1/1/2023,2023,1,B080,1,21,20,18
1/1/2023,2023,1,B081,6,245,385.58,358.17
1/1/2023,2023,1,B082,5,125,1129.9,1257.18
1/1/2023,2023,1,B086,1,1,27.57,29.29
1/1/2023,2023,1,B088,3,28,990.24,1151.21
1/1/2023,2023,1,B089,1,94,2991.03,3150.61
1/1/2023,2023,1,B096,3,24,322.12,378.18
1/1/2023,2023,1,B100,1,33,150.94,161.09
1/1/2023,2023,1,B102,4,186,1499.86,1614.82
1/1/2023,2023,1,B104,1,1,8.38,9.84
1/1/2023,2023,1,B106,3,19,173.33,182.79
1/1/2023,2023,1,B108,6,201,414,469
1/1/2023,2023,1,B113,3,99,100,83
1/1/2023,2023,1,B114,2,5,5,6
1/1/2023,2023,1,B115,3,9,15,17
1/1/2023,2023,1,B116,5,115,349,376
1/1/2023,2023,1,B117,2,75,16.46,13.7
1/1/2023,2023,1,B118,7,205,2757,2379
1/1/2023,2023,1,B119,5,76,76,68
1/1/2023,2023,1,B120,2,98,229,257
1/1/2023,2023,1,B123,6,201,200,230
1/1/2023,2023,1,B126,1,6,6,7
1/1/2023,2023,1,B127,2,3,6,5
1/1/2023,2023,1,B131,1,33,32,36
1/1/2023,2023,1,B132,7,222,519.03,548.71
1/1/2023,2023,1,B138,2,22,15.95,18.43
1/1/2023,2023,1,B140,1,59,43.8,46.12
1/1/2023,2023,1,B143,1,2,4.86,5.48
1/1/2023,2023,1,B145,1,2,4.29,4.58
1/1/2023,2023,1,B146,1,2,2.22,1.97
1/1/2023,2023,1,B147,1,193,752.17,649.72
1/1/2023,2023,1,B149,1,1,1.79,2.06
1/1/2023,2023,1,B150,1,1,1.02,1.19
1/1/2023,2023,1,B151,1,1,4,3.53
1/1/2023,2023,1,B152,1,11,8.41,7.49
1/1/2023,2023,1,B154,1,11,4.52,5.25
1/1/2023,2023,1,B156,1,1,0.99,1.13
1/1/2023,2023,1,B158,3,24,69.13,79.47
1/1/2023,2023,1,B161,7,45,102.84,117.64
1/1/2023,2023,1,B164,1,1,7.37,7
1/1/2023,2023,1,B165,2,7,8.51,9.53
1/1/2023,2023,1,B166,1,88,604,653
1/1/2023,2023,1,B168,1,3,3,2
1/1/2023,2023,1,B169,1,67,63,67
1/1/2023,2023,1,B175,5,96,93.3,101.57
1/1/2023,2023,1,B189,2,97,90,104
1/1/2023,2023,1,B192,13,799,169.2,149.87
1/1/2023,2023,1,B205,13,801,5519.18,6190.1
1/1/2023,2023,1,B207,1,98,104,94
1/1/2023,2023,1,B215,3,20,19,16
1/1/2023,2023,1,B217,1,1,88,93
1/1/2023,2023,1,B227,1,1,6,7
1/1/2023,2023,1,B228,2,156,331,359
1/1/2023,2023,1,B229,1,155,984.22,1064.43
1/1/2023,2023,1,B237,12,483,97.2,90.16
1/1/2023,2023,1,B238,1,14,1.42,1.52
1/1/2023,2023,1,B239,12,686,686.32,741.92
1/1/2023,2023,1,B241,13,432,647.8,704.83
1/1/2023,2023,1,B242,6,193,78.87,66.16
1/1/2023,2023,1,B255,6,115,75.38,87.08
1/1/2023,2023,1,B259,6,136,9366,10722
1/1/2023,2023,1,B260,6,201,203,175
1/1/2023,2023,1,B261,2,3,3,2
1/1/2023,2023,1,B262,3,206,221.31,254.47
1/1/2023,2023,1,B263,6,184,89.85,98.72
1/1/2023,2023,1,B264,5,180,88.64,96.82
1/1/2023,2023,1,B265,12,212,211.37,241.89
1/1/2023,2023,1,B266,4,10,139,151
1/1/2023,2023,1,B269,7,603,482,450
1/1/2023,2023,1,B284,1,3,3,4
1/1/2023,2023,1,B301,1,67,279,319
1/1/2023,2023,1,B303,1,1,3,4
1/1/2023,2023,1,B304,1,6,6,7
1/1/2023,2023,1,B305,2,11,13,15
1/1/2023,2023,1,B309,2,3,3,4
1/1/2023,2023,1,B310,1,21,202,221
1/1/2023,2023,1,B312,2,22,95,105
1/1/2023,2023,1,B314,1,67,136,149
1/1/2023,2023,1,B315,1,14,0.67,0.74
1/1/2023,2023,1,B319,13,752,280.06,302.72
1/1/2023,2023,1,B320,7,205,95.34,83.87
1/1/2023,2023,1,B321,7,205,2778,3075
1/1/2023,2023,1,B322,7,202,6915,5941
1/1/2023,2023,1,B323,1,98,106,112
1/1/2023,2023,1,B324,1,51,201,174
1/1/2023,2023,1,B325,1,67,132,147
1/1/2023,2023,1,B333,1,7,34,31
1/1/2023,2023,1,B339,1,7,30,28
1/1/2023,2023,1,B341,1,7,30,33
1/1/2023,2023,1,B342,1,7,25,29
1/1/2023,2023,1,B352,2,97,97.87,108.72
1/1/2023,2023,1,B356,1,1,1,2
1/1/2023,2023,1,B372,5,170,483.86,510.77
1/1/2023,2023,1,B374,3,93,158.67,178.85
1/1/2023,2023,1,B375,3,26,71.44,64.63
1/1/2023,2023,1,B376,1,113,334.61,351.55
1/1/2023,2023,1,B377,13,801,210.98,248.96
1/1/2023,2023,1,B380,1,72,42.57,47.66
1/1/2023,2023,1,B381,11,748,435.13,505.76
1/1/2023,2023,1,B382,2,6,2.24,1.85
1/1/2023,2023,1,B387,1,51,48,53
1/1/2023,2023,1,B392,1,24,21,24
1/1/2023,2023,1,B491,1,1,2.17,2.36
1/1/2023,2023,1,B492,1,14,0.55,0.65
1/1/2023,2023,1,B494,1,98,99,83
1/1/2023,2023,1,B497,1,14,1.43,1.54
1/1/2023,2023,1,B507,1,1,0.38,0.34
1/1/2023,2023,1,B508,1,7,6.64,7.4
2/1/2023,2023,2,B001,2,2,1.14,1.29
2/1/2023,2023,2,B002,1,103,107,97
2/1/2023,2023,2,B009,1,1,94,109
2/1/2023,2023,2,B010,7,371,21.93,18.77
2/1/2023,2023,2,B011,2,8,1.29,1.5
2/1/2023,2023,2,B012,6,641,123.03,101.28
2/1/2023,2023,2,B013,4,623,77.37,67.38
2/1/2023,2023,2,B014,2,8,1.26,1.42
2/1/2023,2023,2,B015,2,19,7.62,6.31
2/1/2023,2023,2,B016,8,649,52.9,56.71
2/1/2023,2023,2,B018,2,3,31.84,35.99
2/1/2023,2023,2,B019,3,22,21,24
2/1/2023,2023,2,B023,14,891,1386.4,1151.58
2/1/2023,2023,2,B025,1,1,1,1
2/1/2023,2023,2,B029,1,103,109,128
2/1/2023,2023,2,B032,1,109,21.71,25.35
2/1/2023,2023,2,B040,1,122,25.22,26.88
2/1/2023,2023,2,B043,2,65,11.22,10.57
2/1/2023,2023,2,B048,1,1,0.15,0.17
2/1/2023,2023,2,B049,2,233,49.08,53.59
2/1/2023,2023,2,B051,1,3,1.33,1.43
2/1/2023,2023,2,B052,9,387,31.7,36.39
2/1/2023,2023,2,B053,2,5,2.6,2.4
2/1/2023,2023,2,B055,1,4,0.69,0.76
2/1/2023,2023,2,B057,6,39,5.19,5.61
2/1/2023,2023,2,B062,4,180,35.66,38.59
2/1/2023,2023,2,B063,1,6,1.26,1.4
2/1/2023,2023,2,B065,1,231,42.64,46.45
2/1/2023,2023,2,B066,1,4,0.21,0.23
2/1/2023,2023,2,B069,7,370,371,334
2/1/2023,2023,2,B071,15,906,182.17,169.22
2/1/2023,2023,2,B072,1,1,2,3
2/1/2023,2023,2,B074,1,1,4.83,4.07
2/1/2023,2023,2,B076,3,22,90,96
2/1/2023,2023,2,B077,7,371,476,550
2/1/2023,2023,2,B079,7,266,24225,25518
2/1/2023,2023,2,B080,1,68,68,58
2/1/2023,2023,2,B081,7,366,670.13,781.82
2/1/2023,2023,2,B082,6,175,1568.07,1756.09
2/1/2023,2023,2,B086,1,1,14.19,16.66
2/1/2023,2023,2,B088,2,27,1211.33,1390.11
2/1/2023,2023,2,B089,1,202,4141.88,4585.83
2/1/2023,2023,2,B092,2,20,165.95,178.67
2/1/2023,2023,2,B093,1,1,26.76,22.19
2/1/2023,2023,2,B096,4,30,659.71,695.71
2/1/2023,2023,2,B101,1,29,117.58,127.65
2/1/2023,2023,2,B102,6,352,2777.57,2939.93
2/1/2023,2023,2,B104,1,1,8.92,10.06
2/1/2023,2023,2,B108,7,363,701,605
2/1/2023,2023,2,B111,3,74,190,156
2/1/2023,2023,2,B112,2,9,22,19
2/1/2023,2023,2,B114,3,8,12,11
2/1/2023,2023,2,B116,6,64,158,176
2/1/2023,2023,2,B117,1,231,41.87,35.37
2/1/2023,2023,2,B118,8,372,5030,5817
2/1/2023,2023,2,B119,7,109,112,127
2/1/2023,2023,2,B120,3,126,283,326
2/1/2023,2023,2,B121,3,22,23,26
2/1/2023,2023,2,B123,7,363,360,415
2/1/2023,2023,2,B127,4,7,14,16
2/1/2023,2023,2,B131,1,29,28,33
2/1/2023,2023,2,B132,9,384,837.32,969.8
2/1/2023,2023,2,B135,1,231,642.07,686.04
2/1/2023,2023,2,B136,1,1,5.3,4.71
2/1/2023,2023,2,B138,3,24,19.5,22.74
2/1/2023,2023,2,B139,1,9,9.34,10.74
2/1/2023,2023,2,B143,2,3,5.31,5.93
2/1/2023,2023,2,B144,1,41,29.68,34.47
2/1/2023,2023,2,B146,1,2,2.35,2.69
2/1/2023,2023,2,B150,1,1,0.93,1.05
2/1/2023,2023,2,B151,1,1,3.72,4.26
2/1/2023,2023,2,B152,1,10,9.47,10.92
2/1/2023,2023,2,B154,1,7,6.76,6.42
2/1/2023,2023,2,B158,4,43,106.79,98.76
2/1/2023,2023,2,B161,7,54,125.33,143.8
2/1/2023,2023,2,B162,1,1,0.96,1.04
2/1/2023,2023,2,B164,1,1,4.54,4.17
2/1/2023,2023,2,B165,2,5,4.48,4.88
2/1/2023,2023,2,B168,1,5,5,6
2/1/2023,2023,2,B169,1,53,52,59
2/1/2023,2023,2,B171,2,36,73,64
2/1/2023,2023,2,B175,8,157,150.43,159.7
2/1/2023,2023,2,B185,2,2,2,1
2/1/2023,2023,2,B188,1,5,5,6
2/1/2023,2023,2,B189,2,120,117,102
2/1/2023,2023,2,B192,15,1124,182.54,209.76
2/1/2023,2023,2,B205,15,1126,5874.34,4885.1
2/1/2023,2023,2,B207,1,103,95,100
2/1/2023,2023,2,B215,4,26,26,29
2/1/2023,2023,2,B226,1,18,30,34
2/1/2023,2023,2,B229,2,54,221.99,239.97
2/1/2023,2023,2,B238,1,4,0.39,0.43
2/1/2023,2023,2,B239,15,988,615.38,578.97
2/1/2023,2023,2,B240,14,802,138.92,119.42
2/1/2023,2023,2,B241,15,651,764.06,897.72
2/1/2023,2023,2,B242,7,328,128.94,108.95
2/1/2023,2023,2,B254,1,1,1,2
2/1/2023,2023,2,B255,8,41,59.14,67.68
2/1/2023,2023,2,B259,7,266,13145,12264
2/1/2023,2023,2,B260,7,363,367,416
2/1/2023,2023,2,B261,4,7,7,8
2/1/2023,2023,2,B262,4,157,100.52,107.94
2/1/2023,2023,2,B263,8,340,160.31,183.35
2/1/2023,2023,2,B264,7,332,154.59,181.1
2/1/2023,2023,2,B265,15,375,284.69,316.8
2/1/2023,2023,2,B266,5,32,460,536
2/1/2023,2023,2,B269,8,754,452,373
2/1/2023,2023,2,B284,1,5,5,6
2/1/2023,2023,2,B300,1,22,237,259
2/1/2023,2023,2,B301,1,53,210,225
2/1/2023,2023,2,B303,1,1,2,3
2/1/2023,2023,2,B304,1,24,24,26
2/1/2023,2023,2,B305,3,9,14,15
2/1/2023,2023,2,B309,4,7,7,8
2/1/2023,2023,2,B312,2,23,95,82
2/1/2023,2023,2,B314,1,53,100,86
2/1/2023,2023,2,B315,1,4,0.19,0.21
2/1/2023,2023,2,B319,15,1063,357.73,403.69
2/1/2023,2023,2,B320,8,372,179.21,195.28
2/1/2023,2023,2,B321,8,372,5118,5736
2/1/2023,2023,2,B322,8,364,11976,13737
2/1/2023,2023,2,B323,1,103,102,93
2/1/2023,2023,2,B324,1,79,308,283
2/1/2023,2023,2,B325,1,53,104,118
2/1/2023,2023,2,B339,1,4,15,13
2/1/2023,2023,2,B342,1,4,16,18
2/1/2023,2023,2,B352,3,125,121,138.45
2/1/2023,2023,2,B354,1,1,0.37,0.42
2/1/2023,2023,2,B356,1,1,1,2
2/1/2023,2023,2,B372,7,327,899.67,744.46
2/1/2023,2023,2,B375,3,22,59.74,51.29
2/1/2023,2023,2,B376,1,222,494.88,563.05
2/1/2023,2023,2,B377,15,1126,213.09,235.29
2/1/2023,2023,2,B380,1,231,138.38,118.85
2/1/2023,2023,2,B381,13,1001,406.11,448.48
2/1/2023,2023,2,B382,2,5,1.71,2
2/1/2023,2023,2,B387,1,88,86,99
2/1/2023,2023,2,B392,1,47,44,41
2/1/2023,2023,2,B490,1,1,2.12,2.34
2/1/2023,2023,2,B492,1,4,0.15,0.17
2/1/2023,2023,2,B493,1,1,0.71,0.59
2/1/2023,2023,2,B494,1,103,99,107
2/1/2023,2023,2,B497,1,4,0.43,0.38
3/1/2023,2023,3,B010,7,368,21.5,23.33
3/1/2023,2023,3,B011,2,8,1.18,1.29
3/1/2023,2023,3,B012,5,704,146.25,126.51
3/1/2023,2023,3,B013,3,678,91.5,76
3/1/2023,2023,3,B014,2,8,1.18,1.39
3/1/2023,2023,3,B015,2,24,6.97,6.23
3/1/2023,2023,3,B016,7,710,65.14,69.57
3/1/2023,2023,3,B018,2,47,95.41,103.12
3/1/2023,2023,3,B020,2,8,8,7
3/1/2023,2023,3,B023,14,989,1519,1749.09
3/1/2023,2023,3,B025,1,1,1,2
3/1/2023,2023,3,B026,1,1,1,2
3/1/2023,2023,3,B032,1,108,23.71,27.78
3/1/2023,2023,3,B033,2,283,47.49,44.74
3/1/2023,2023,3,B038,1,1,0.06,0.07
3/1/2023,2023,3,B040,1,181,52.61,59.62
3/1/2023,2023,3,B043,2,68,10.2,9.42
3/1/2023,2023,3,B051,2,8,2.78,2.3
3/1/2023,2023,3,B052,8,389,30.21,32.69
3/1/2023,2023,3,B053,1,3,1.15,1.28
3/1/2023,2023,3,B055,1,4,0.69,0.75
3/1/2023,2023,3,B057,6,38,7.81,8.95
3/1/2023,2023,3,B062,3,130,26.83,29.85
3/1/2023,2023,3,B063,1,20,3.77,3.96
3/1/2023,2023,3,B065,1,244,48.02,52.09
3/1/2023,2023,3,B066,1,7,0.37,0.39
3/1/2023,2023,3,B069,8,369,376,396
3/1/2023,2023,3,B071,14,1004,211.87,247.18
3/1/2023,2023,3,B072,1,1,2,3
3/1/2023,2023,3,B075,1,1,8.98,7.46
3/1/2023,2023,3,B076,2,8,34,40
3/1/2023,2023,3,B077,8,370,477,548
3/1/2023,2023,3,B078,3,7,4.39,5.04
3/1/2023,2023,3,B079,6,308,29942,33151
3/1/2023,2023,3,B081,6,329,509.46,580.89
3/1/2023,2023,3,B082,5,125,1116.5,1202.08
3/1/2023,2023,3,B088,2,25,857.26,971.9
3/1/2023,2023,3,B089,1,227,5303.26,6242.27
3/1/2023,2023,3,B091,1,1,15.54,16.87
3/1/2023,2023,3,B095,1,23,85.83,96.73
3/1/2023,2023,3,B096,4,50,957.38,1031.8
3/1/2023,2023,3,B102,6,360,2807.3,2404.74
3/1/2023,2023,3,B103,1,30,117.64,135.35
3/1/2023,2023,3,B104,1,2,17.8,18.95
3/1/2023,2023,3,B106,3,14,99.04,110.11
3/1/2023,2023,3,B108,7,361,712,823
3/1/2023,2023,3,B109,3,95,241,273
3/1/2023,2023,3,B112,3,12,24,26
3/1/2023,2023,3,B114,3,3,5,6
3/1/2023,2023,3,B116,5,87,249,289
3/1/2023,2023,3,B117,1,244,47.48,55.29
3/1/2023,2023,3,B118,8,370,5024,5805
3/1/2023,2023,3,B119,5,109,110,127
3/1/2023,2023,3,B120,2,87,197,207
3/1/2023,2023,3,B123,7,361,354,399
3/1/2023,2023,3,B125,2,8,8,9
3/1/2023,2023,3,B127,4,8,16,14
3/1/2023,2023,3,B131,1,53,55,49
3/1/2023,2023,3,B132,8,387,857.76,763.58
3/1/2023,2023,3,B137,1,47,36.67,31.46
3/1/2023,2023,3,B138,2,18,13.24,15.22
3/1/2023,2023,3,B143,1,2,4.49,4.97
3/1/2023,2023,3,B145,1,15,15.05,16.86
3/1/2023,2023,3,B146,1,3,2.8,3.03
3/1/2023,2023,3,B147,1,280,912.44,1053.18
3/1/2023,2023,3,B150,1,1,0.98,1.08
3/1/2023,2023,3,B151,1,1,4.13,4.74
3/1/2023,2023,3,B152,1,10,6.22,6.74
3/1/2023,2023,3,B153,1,1,2.11,2.47
3/1/2023,2023,3,B154,1,4,5.76,5.3
3/1/2023,2023,3,B156,1,1,0.99,0.82
3/1/2023,2023,3,B158,3,33,78.47,88.38
3/1/2023,2023,3,B161,7,68,175.46,153.55
3/1/2023,2023,3,B165,1,2,1.29,1.37
3/1/2023,2023,3,B166,1,45,243,281
3/1/2023,2023,3,B168,1,4,4,5
3/1/2023,2023,3,B169,1,104,103,119
3/1/2023,2023,3,B170,1,3,8.96,7.44
3/1/2023,2023,3,B171,2,150,244,264
3/1/2023,2023,3,B175,8,161,152.15,144.02
3/1/2023,2023,3,B185,1,1,1,2
3/1/2023,2023,3,B189,2,86,80,94
3/1/2023,2023,3,B192,14,1080,162.61,176.27
3/1/2023,2023,3,B195,1,2,4,3
3/1/2023,2023,3,B205,14,1081,6116.61,6756.96
3/1/2023,2023,3,B209,1,3,3,4
3/1/2023,2023,3,B215,3,29,29,25
3/1/2023,2023,3,B217,1,1,91,84
3/1/2023,2023,3,B225,1,3,3,4
3/1/2023,2023,3,B229,2,150,657.35,618.46
3/1/2023,2023,3,B237,14,825,152.35,163.82
3/1/2023,2023,3,B238,1,7,0.66,0.7
3/1/2023,2023,3,B239,13,1042,741.05,848.34
3/1/2023,2023,3,B241,14,692,897.67,739.13
3/1/2023,2023,3,B242,6,410,149.87,172.33
3/1/2023,2023,3,B255,7,75,50.19,55.85
3/1/2023,2023,3,B259,6,308,15396,12694
3/1/2023,2023,3,B260,7,361,359,391
3/1/2023,2023,3,B261,4,8,8,9
3/1/2023,2023,3,B262,3,165,161.63,133.02
3/1/2023,2023,3,B263,7,333,157.16,184.06
3/1/2023,2023,3,B264,6,325,152.22,170.46
3/1/2023,2023,3,B265,13,411,314.76,353.26
3/1/2023,2023,3,B266,5,37,504,438
3/1/2023,2023,3,B269,7,713,397,365
3/1/2023,2023,3,B271,1,1,2.86,2.67
3/1/2023,2023,3,B284,1,4,4,5
3/1/2023,2023,3,B300,1,12,111,98
3/1/2023,2023,3,B301,1,104,331,366
3/1/2023,2023,3,B303,1,1,2,3
3/1/2023,2023,3,B304,1,15,15,13
3/1/2023,2023,3,B305,2,23,27,30
3/1/2023,2023,3,B306,1,5,50,54
3/1/2023,2023,3,B309,4,8,8,9
3/1/2023,2023,3,B312,2,18,76,87
3/1/2023,2023,3,B314,2,107,162,149
3/1/2023,2023,3,B315,1,7,0.36,0.41
3/1/2023,2023,3,B319,14,1009,296.18,278.94
3/1/2023,2023,3,B320,8,370,181.88,191.97
3/1/2023,2023,3,B321,8,370,5020,5467
3/1/2023,2023,3,B322,7,361,11889,9934
3/1/2023,2023,3,B324,1,112,471,498
3/1/2023,2023,3,B325,1,104,155,169
3/1/2023,2023,3,B326,1,1,2,3
3/1/2023,2023,3,B343,1,7,27,31
3/1/2023,2023,3,B345,1,7,27,31
3/1/2023,2023,3,B352,2,86,90.25,95.27
3/1/2023,2023,3,B354,1,1,0.36,0.31
3/1/2023,2023,3,B372,7,327,903.32,1057.54
3/1/2023,2023,3,B375,2,29,56.65,61.7
3/1/2023,2023,3,B376,1,280,689.73,730.55
3/1/2023,2023,3,B377,14,1081,217.79,251.21
3/1/2023,2023,3,B380,1,244,146.59,127.78
