Tanggal,Tahun,Bulan,IdBahan,Jumlah_SPK,Total_Jumlah_Item,Total_Permintaan,Total_Aktual
7/1/2021,2021,7,B002,1,115,116,100
7/1/2021,2021,7,B010,8,376,22.56,24.73
7/1/2021,2021,7,B011,2,6,1,0.86
7/1/2021,2021,7,B012,7,914,238.09,273.12
7/1/2021,2021,7,B013,5,881,143.38,120.11
7/1/2021,2021,7,B014,2,6,0.9,0.98
7/1/2021,2021,7,B015,2,32,10.46,9.06
7/1/2021,2021,7,B016,9,918,106.54,124.68
7/1/2021,2021,7,B017,1,135,16.9,19.43
7/1/2021,2021,7,B018,4,142,234.32,255.01
7/1/2021,2021,7,B019,2,8,8,7
7/1/2021,2021,7,B022,2,14,166,186
7/1/2021,2021,7,B023,17,1161,1817.49,1920.88
7/1/2021,2021,7,B032,1,234,52.79,48.38
7/1/2021,2021,7,B040,3,258,96.02,110.41
7/1/2021,2021,7,B043,2,74,10.43,11.69
7/1/2021,2021,7,B049,2,420,111.23,130.13
7/1/2021,2021,7,B052,10,413,38.81,35.85
7/1/2021,2021,7,B053,2,4,3.15,3.45
7/1/2021,2021,7,B055,1,2,0.51,0.58
7/1/2021,2021,7,B057,7,32,6.64,7.43
7/1/2021,2021,7,B062,5,189,37.85,44.65
7/1/2021,2021,7,B063,1,24,4.94,5.58
7/1/2021,2021,7,B065,3,357,71.7,76.54
7/1/2021,2021,7,B066,1,16,0.78,0.67
7/1/2021,2021,7,B069,9,377,383,357
7/1/2021,2021,7,B071,17,1297,362.62,390.99
7/1/2021,2021,7,B072,1,1,2,1
7/1/2021,2021,7,B075,1,1,8.46,9.08
7/1/2021,2021,7,B076,2,8,33,37
7/1/2021,2021,7,B077,9,378,498,565
7/1/2021,2021,7,B078,3,5,3.3,3.85
7/1/2021,2021,7,B079,8,375,32609,35982
7/1/2021,2021,7,B081,8,368,370.78,323.66
7/1/2021,2021,7,B082,7,181,1418.94,1540.49
7/1/2021,2021,7,B086,2,5,99.48,93.91
7/1/2021,2021,7,B088,4,33,570.27,616.7
7/1/2021,2021,7,B089,1,294,6581.29,6946.49
7/1/2021,2021,7,B093,1,1,27.57,25.19
7/1/2021,2021,7,B096,4,48,823.69,763.3
7/1/2021,2021,7,B097,1,44,175.57,159.51
7/1/2021,2021,7,B102,7,364,2851.21,2541.76
7/1/2021,2021,7,B104,1,1,8.73,8.1
7/1/2021,2021,7,B106,4,18,122.03,138.24
7/1/2021,2021,7,B108,8,371,734,648
7/1/2021,2021,7,B114,3,5,9,10
7/1/2021,2021,7,B115,3,16,32,28
7/1/2021,2021,7,B116,7,225,609,699
7/1/2021,2021,7,B117,3,357,70.3,81.38
7/1/2021,2021,7,B118,10,379,5166,5531
7/1/2021,2021,7,B119,6,118,115,95
7/1/2021,2021,7,B120,3,135,309,264
7/1/2021,2021,7,B121,2,8,8,9
7/1/2021,2021,7,B123,8,371,381,418
7/1/2021,2021,7,B127,4,6,12,13
7/1/2021,2021,7,B131,1,44,46,39
7/1/2021,2021,7,B132,10,406,930.05,794.05
7/1/2021,2021,7,B136,1,2,9.8,10.49
7/1/2021,2021,7,B137,1,22,16.14,18.15
7/1/2021,2021,7,B138,3,20,8.2,9
7/1/2021,2021,7,B143,1,1,0.99,1.12
7/1/2021,2021,7,B144,1,19,13.92,14.82
7/1/2021,2021,7,B145,3,24,26.95,30.77
7/1/2021,2021,7,B146,1,2,2.51,2.86
7/1/2021,2021,7,B147,1,418,1269.5,1472.79
7/1/2021,2021,7,B150,1,1,0.94,1.1
7/1/2021,2021,7,B151,1,1,4.15,4.62
7/1/2021,2021,7,B153,1,1,2.11,1.84
7/1/2021,2021,7,B156,1,1,1.04,0.92
7/1/2021,2021,7,B158,5,38,76.93,87.26
7/1/2021,2021,7,B160,1,13,8.27,8.76
7/1/2021,2021,7,B161,8,69,191.61,222.63
7/1/2021,2021,7,B164,2,5,29.96,33.21
7/1/2021,2021,7,B165,2,2,5.9,6.55
7/1/2021,2021,7,B166,1,135,875,1028
7/1/2021,2021,7,B167,1,10,5,6
7/1/2021,2021,7,B168,1,3,3,2
7/1/2021,2021,7,B169,1,112,104,93
7/1/2021,2021,7,B170,1,2,5.63,6.03
7/1/2021,2021,7,B171,4,251,417,368
7/1/2021,2021,7,B175,8,172,171.35,193.7
7/1/2021,2021,7,B183,1,1,93,98
7/1/2021,2021,7,B185,3,4,4,3
7/1/2021,2021,7,B188,1,8,8,9
7/1/2021,2021,7,B189,2,126,123,144
7/1/2021,2021,7,B192,17,1412,283.6,330.89
7/1/2021,2021,7,B205,17,1414,8947.09,9904.38
7/1/2021,2021,7,B207,1,115,122,105
7/1/2021,2021,7,B209,1,2,2,1
7/1/2021,2021,7,B215,3,35,34,38
7/1/2021,2021,7,B224,1,2,3,4
7/1/2021,2021,7,B227,2,2,12,11
7/1/2021,2021,7,B229,2,249,1392.44,1595.82
7/1/2021,2021,7,B237,17,951,168.05,188.54
7/1/2021,2021,7,B238,1,16,1.53,1.63
7/1/2021,2021,7,B239,16,1262,1127.92,1272.63
7/1/2021,2021,7,B241,17,851,1051.89,1109.21
7/1/2021,2021,7,B242,8,536,166.57,151.08
7/1/2021,2021,7,B255,8,172,92.93,100.87
7/1/2021,2021,7,B259,8,375,17012,18289
7/1/2021,2021,7,B260,8,371,365,303
7/1/2021,2021,7,B261,4,6,6,7
7/1/2021,2021,7,B262,5,285,299.1,270.83
7/1/2021,2021,7,B263,9,338,161.07,146.34
7/1/2021,2021,7,B264,7,331,157.02,177.53
7/1/2021,2021,7,B265,15,442,351.04,383.55
7/1/2021,2021,7,B266,5,27,377,431
7/1/2021,2021,7,B269,9,1044,686,610
7/1/2021,2021,7,B284,1,3,3,4
7/1/2021,2021,7,B286,1,1,1,1
7/1/2021,2021,7,B292,1,115,104,90
7/1/2021,2021,7,B300,1,11,67,74
7/1/2021,2021,7,B301,1,112,345,392
7/1/2021,2021,7,B303,3,4,10,9
7/1/2021,2021,7,B304,1,33,32,35
7/1/2021,2021,7,B305,4,33,45,52
7/1/2021,2021,7,B306,1,7,44,47
7/1/2021,2021,7,B309,4,6,6,5
7/1/2021,2021,7,B312,4,22,116,132
7/1/2021,2021,7,B314,2,114,165,193
7/1/2021,2021,7,B315,1,16,0.82,0.9
7/1/2021,2021,7,B317,1,1,0.14,0.16
7/1/2021,2021,7,B319,17,1313,427.58,456.5
7/1/2021,2021,7,B320,10,379,177.06,147.44
7/1/2021,2021,7,B321,10,379,5110,5573
7/1/2021,2021,7,B322,9,372,12407,13783
7/1/2021,2021,7,B323,1,115,112,118
7/1/2021,2021,7,B324,1,173,653,568
7/1/2021,2021,7,B325,1,112,170,140
7/1/2021,2021,7,B326,1,1,2,3
7/1/2021,2021,7,B327,1,1,9,8
7/1/2021,2021,7,B333,1,6,28,31
7/1/2021,2021,7,B339,1,10,41,45
7/1/2021,2021,7,B343,1,10,38,41
7/1/2021,2021,7,B352,3,134,125.24,145.72
7/1/2021,2021,7,B354,1,1,0.41,0.47
7/1/2021,2021,7,B356,2,5,3,2
7/1/2021,2021,7,B372,8,335,965.55,1134.78
7/1/2021,2021,7,B375,3,34,63.75,53.5
7/1/2021,2021,7,B376,1,322,765.5,826.31
7/1/2021,2021,7,B377,17,1414,335.19,360.84
7/1/2021,2021,7,B380,1,351,206.66,237.8
7/1/2021,2021,7,B381,15,1406,760.71,847.38
7/1/2021,2021,7,B382,2,6,2.16,2.28
7/1/2021,2021,7,B387,1,193,192,221
7/1/2021,2021,7,B490,1,1,2.05,2.18
7/1/2021,2021,7,B492,1,16,0.63,0.73
7/1/2021,2021,7,B494,1,115,108,122
7/1/2021,2021,7,B497,1,16,1.56,1.66
7/1/2021,2021,7,B507,2,2,0.78,0.85
7/1/2021,2021,7,B508,1,7,6.37,7.4
7/1/2021,2021,7,B5120,1,6,23,25
8/1/2021,2021,8,B002,1,84,81,93
8/1/2021,2021,8,B010,8,363,21.65,24.09
8/1/2021,2021,8,B011,1,6,1.06,1
8/1/2021,2021,8,B012,5,736,157.13,175.69
8/1/2021,2021,8,B013,4,734,95.33,100.75
8/1/2021,2021,8,B014,1,6,0.93,0.88
8/1/2021,2021,8,B015,1,1,2.36,2.69
8/1/2021,2021,8,B016,6,741,67.1,73.29
8/1/2021,2021,8,B017,1,117,13.72,14.93
8/1/2021,2021,8,B018,2,122,167.48,195.53
8/1/2021,2021,8,B020,2,8,8,9
8/1/2021,2021,8,B023,14,968,1561.82,1813.78
8/1/2021,2021,8,B029,1,84,84,96
8/1/2021,2021,8,B032,1,119,24.65,28.54
8/1/2021,2021,8,B040,2,120,62.15,71.91
8/1/2021,2021,8,B043,1,70,7.47,8.17
8/1/2021,2021,8,B047,1,13,2.81,3.14
8/1/2021,2021,8,B049,1,267,81.42,73.95
8/1/2021,2021,8,B052,8,382,31.46,37.11
8/1/2021,2021,8,B057,5,37,5.39,5.98
8/1/2021,2021,8,B058,1,1,0.15,0.16
8/1/2021,2021,8,B062,4,171,38.85,33.26
8/1/2021,2021,8,B065,2,122,25.12,26.97
8/1/2021,2021,8,B069,9,363,366,404
8/1/2021,2021,8,B071,14,965,246.79,215.43
8/1/2021,2021,8,B072,1,1,2,3
8/1/2021,2021,8,B074,1,1,8.86,9.91
8/1/2021,2021,8,B076,2,8,31,29
8/1/2021,2021,8,B077,9,364,471,413
8/1/2021,2021,8,B078,2,2,0.31,0.34
8/1/2021,2021,8,B079,5,204,24817,26194
8/1/2021,2021,8,B080,1,42,39,45
8/1/2021,2021,8,B081,5,372,633.93,711.95
8/1/2021,2021,8,B082,5,164,1261.01,1133.83
8/1/2021,2021,8,B085,1,155,3951.42,4187.03
8/1/2021,2021,8,B086,1,1,14.19,13.15
8/1/2021,2021,8,B088,2,26,803.24,882.58
8/1/2021,2021,8,B093,1,1,29.04,31.39
8/1/2021,2021,8,B096,3,36,774.17,877
8/1/2021,2021,8,B102,7,348,2776.49,2568.5
8/1/2021,2021,8,B103,1,55,241.38,264.02
8/1/2021,2021,8,B106,4,18,159.97,183.59
8/1/2021,2021,8,B108,8,357,702,752
8/1/2021,2021,8,B114,1,2,6,5
8/1/2021,2021,8,B115,2,9,17,15
8/1/2021,2021,8,B116,4,170,512,586
8/1/2021,2021,8,B117,2,122,24.47,26.7
8/1/2021,2021,8,B118,10,365,4952,4642
8/1/2021,2021,8,B119,7,112,111,101
8/1/2021,2021,8,B120,1,129,247,286
8/1/2021,2021,8,B123,8,357,354,400
8/1/2021,2021,8,B124,1,1,1,2
8/1/2021,2021,8,B126,2,8,8,9
8/1/2021,2021,8,B127,4,6,12,13
8/1/2021,2021,8,B131,1,55,56,63
8/1/2021,2021,8,B132,8,378,849.11,958.52
8/1/2021,2021,8,B138,3,23,14.13,15.05
8/1/2021,2021,8,B144,1,57,43.55,49.65
8/1/2021,2021,8,B145,2,13,16.02,17.21
8/1/2021,2021,8,B147,1,267,985.83,1059.53
8/1/2021,2021,8,B153,1,1,1.97,2.24
8/1/2021,2021,8,B158,3,28,77.81,66.63
8/1/2021,2021,8,B161,6,58,146.75,163.84
8/1/2021,2021,8,B164,1,1,4.88,5.4
8/1/2021,2021,8,B165,1,4,3.98,4.5
8/1/2021,2021,8,B166,1,73,472,396
8/1/2021,2021,8,B168,1,5,5,6
8/1/2021,2021,8,B169,1,99,105,123
8/1/2021,2021,8,B171,2,217,400,366
8/1/2021,2021,8,B175,9,162,152.74,126.49
8/1/2021,2021,8,B185,2,2,1,2
8/1/2021,2021,8,B189,1,129,136,151
8/1/2021,2021,8,B190,1,1,1,2
8/1/2021,2021,8,B192,14,1189,199.9,215.21
8/1/2021,2021,8,B205,14,1190,7380.48,8279.61
8/1/2021,2021,8,B207,1,84,84,92
8/1/2021,2021,8,B215,4,36,37,42
8/1/2021,2021,8,B229,2,217,1286.64,1451.71
8/1/2021,2021,8,B237,14,770,143.23,162.49
8/1/2021,2021,8,B239,13,1061,906.97,1046.46
8/1/2021,2021,8,B241,14,630,873.48,982.92
8/1/2021,2021,8,B242,5,253,103.33,120.03
8/1/2021,2021,8,B255,7,152,61.73,67.45
8/1/2021,2021,8,B259,5,204,12259,10909
8/1/2021,2021,8,B260,8,357,360,383
8/1/2021,2021,8,B261,4,6,6,5
8/1/2021,2021,8,B262,4,260,281.56,322.29
8/1/2021,2021,8,B263,9,321,153.6,174.44
8/1/2021,2021,8,B264,7,314,150.48,170.79
8/1/2021,2021,8,B265,13,317,256.11,291.32
8/1/2021,2021,8,B266,6,44,598,559
8/1/2021,2021,8,B268,6,826,442,406
8/1/2021,2021,8,B284,1,5,5,4
8/1/2021,2021,8,B300,1,13,113,120
8/1/2021,2021,8,B301,1,99,324,292
8/1/2021,2021,8,B302,1,7,26,30
8/1/2021,2021,8,B303,1,1,2,3
8/1/2021,2021,8,B304,1,25,25,29
8/1/2021,2021,8,B305,3,18,22,24
8/1/2021,2021,8,B308,1,8,68,74
8/1/2021,2021,8,B309,4,6,6,7
8/1/2021,2021,8,B312,2,15,66,73
8/1/2021,2021,8,B314,1,99,161,140
8/1/2021,2021,8,B319,14,1098,389.58,427.98
8/1/2021,2021,8,B320,10,365,173.67,204.1
8/1/2021,2021,8,B321,10,365,4950,5207
8/1/2021,2021,8,B322,9,358,11766,9694
8/1/2021,2021,8,B323,1,84,79,89
8/1/2021,2021,8,B324,1,63,266,295
8/1/2021,2021,8,B325,1,99,170,152
8/1/2021,2021,8,B326,1,1,1,1
8/1/2021,2021,8,B327,1,1,9,10
8/1/2021,2021,8,B352,1,129,122.14,108.6
8/1/2021,2021,8,B354,1,1,0.38,0.43
8/1/2021,2021,8,B356,1,1,1,2
8/1/2021,2021,8,B358,1,44,306,357
8/1/2021,2021,8,B372,8,311,886.04,934.84
8/1/2021,2021,8,B375,3,26,67.29,71.48
8/1/2021,2021,8,B376,1,197,516.36,423.56
8/1/2021,2021,8,B377,14,1190,262.94,302.71
8/1/2021,2021,8,B380,1,119,72.78,78.07
8/1/2021,2021,8,B381,13,1043,547.6,587.22
8/1/2021,2021,8,B382,1,6,2.64,2.38
8/1/2021,2021,8,B383,1,69,52,46
8/1/2021,2021,8,B387,1,73,70,62
8/1/2021,2021,8,B407,1,29,27,29
8/1/2021,2021,8,B494,1,84,87,93
9/1/2021,2021,9,B002,1,136,127,142
9/1/2021,2021,9,B009,1,1,81,91
9/1/2021,2021,9,B010,7,347,20.19,23.68
9/1/2021,2021,9,B011,2,6,0.97,1.04
9/1/2021,2021,9,B012,6,815,178,163.15
9/1/2021,2021,9,B013,4,798,106.47,123.65
9/1/2021,2021,9,B014,2,6,0.94,1.07
9/1/2021,2021,9,B015,2,17,4.82,5.07
9/1/2021,2021,9,B016,8,820,73.77,83.94
9/1/2021,2021,9,B017,1,106,13.1,14.52
9/1/2021,2021,9,B018,3,109,165.99,192.48
9/1/2021,2021,9,B019,3,10,10,11
9/1/2021,2021,9,B020,3,10,10,11
9/1/2021,2021,9,B023,15,1044,1727,1935.05
9/1/2021,2021,9,B025,1,1,1,2
9/1/2021,2021,9,B029,1,136,134,157
9/1/2021,2021,9,B032,1,108,21.3,19.68
9/1/2021,2021,9,B038,1,1,0.14,0.15
9/1/2021,2021,9,B040,2,242,84.95,99.2
9/1/2021,2021,9,B041,2,6,2.4,2.21
9/1/2021,2021,9,B043,2,104,13.2,14.9
9/1/2021,2021,9,B049,2,399,112.15,104.59
9/1/2021,2021,9,B052,8,356,27.13,23.23
9/1/2021,2021,9,B053,2,2,1.52,1.3
9/1/2021,2021,9,B055,1,1,0.31,0.33
9/1/2021,2021,9,B057,7,40,6.42,7.28
9/1/2021,2021,9,B062,4,159,35.16,38.17
9/1/2021,2021,9,B063,1,11,2.21,2.36
9/1/2021,2021,9,B065,2,244,48.19,50.69
9/1/2021,2021,9,B066,1,4,0.21,0.2
9/1/2021,2021,9,B069,8,347,349,368
9/1/2021,2021,9,B071,15,1057,294.43,330.67
9/1/2021,2021,9,B072,1,1,2,1
9/1/2021,2021,9,B073,1,1,8.96,8.19
9/1/2021,2021,9,B076,3,15,56,52
9/1/2021,2021,9,B077,8,348,456,414
9/1/2021,2021,9,B078,3,6,4.23,4.65
9/1/2021,2021,9,B079,7,342,33560,38491
9/1/2021,2021,9,B081,7,347,573.96,643.27
9/1/2021,2021,9,B082,6,161,1341.63,1196.02
9/1/2021,2021,9,B086,1,2,40.38,45.74
9/1/2021,2021,9,B088,2,25,824.08,920.86
9/1/2021,2021,9,B089,1,291,6756.36,7539.98
9/1/2021,2021,9,B092,2,13,105.51,97.61
9/1/2021,2021,9,B096,4,23,504.89,579.43
9/1/2021,2021,9,B100,1,13,52.29,44.69
9/1/2021,2021,9,B102,6,325,2534.14,2705.49
9/1/2021,2021,9,B103,1,20,79.32,86.95
9/1/2021,2021,9,B104,1,1,8.3,7.85
9/1/2021,2021,9,B105,1,1,28.68,25.22
9/1/2021,2021,9,B106,4,14,113.28,129.57
9/1/2021,2021,9,B108,7,339,650,609
9/1/2021,2021,9,B114,3,7,11,12
9/1/2021,2021,9,B115,3,11,21,23
9/1/2021,2021,9,B116,6,198,607,650
9/1/2021,2021,9,B117,2,244,46.37,52.14
9/1/2021,2021,9,B118,9,349,4827,5299
9/1/2021,2021,9,B119,6,101,101,107
9/1/2021,2021,9,B120,3,124,283,328
9/1/2021,2021,9,B122,1,5,5,6
9/1/2021,2021,9,B123,7,339,341,386
9/1/2021,2021,9,B127,4,8,16,18
9/1/2021,2021,9,B131,1,33,35,39
9/1/2021,2021,9,B132,8,352,784.42,898.85
9/1/2021,2021,9,B136,1,1,4.78,4.22
9/1/2021,2021,9,B138,2,18,12.35,14.01
9/1/2021,2021,9,B141,1,398,1399.08,1625.6
9/1/2021,2021,9,B143,1,1,1.01,1.15
9/1/2021,2021,9,B144,1,82,64.26,71.22
9/1/2021,2021,9,B145,1,13,12.58,13.96
9/1/2021,2021,9,B146,1,1,0.38,0.45
9/1/2021,2021,9,B152,1,10,9.03,10.3
9/1/2021,2021,9,B154,1,6,6.93,7.67
9/1/2021,2021,9,B158,3,32,77.63,88.28
9/1/2021,2021,9,B161,8,51,133.98,122.68
9/1/2021,2021,9,B164,1,2,12.39,13.05
9/1/2021,2021,9,B165,1,4,6.23,7.3
9/1/2021,2021,9,B166,1,106,715,823
9/1/2021,2021,9,B168,1,3,3,4
9/1/2021,2021,9,B169,1,121,116,136
9/1/2021,2021,9,B170,1,2,6.21,6.99
9/1/2021,2021,9,B171,3,230,417,489
9/1/2021,2021,9,B175,8,153,142.66,151.05
9/1/2021,2021,9,B188,1,6,6,5
9/1/2021,2021,9,B189,2,116,119,110
9/1/2021,2021,9,B190,1,1,1,2
9/1/2021,2021,9,B192,15,1305,239.61,212.2
9/1/2021,2021,9,B205,15,1308,8586.59,9640.14
9/1/2021,2021,9,B207,1,136,126,116
9/1/2021,2021,9,B209,1,2,2,3
9/1/2021,2021,9,B210,1,5,5,6
9/1/2021,2021,9,B215,2,13,14,16
9/1/2021,2021,9,B225,1,2,2,3
9/1/2021,2021,9,B227,1,1,6,7
9/1/2021,2021,9,B229,2,229,1290.69,1489.2
9/1/2021,2021,9,B237,15,860,159.91,175.91
9/1/2021,2021,9,B238,1,4,0.43,0.49
9/1/2021,2021,9,B239,14,1165,1040.47,1118.57
9/1/2021,2021,9,B241,15,774,1059.45,1209.98
9/1/2021,2021,9,B242,7,407,162.97,147.56
9/1/2021,2021,9,B255,9,141,49.52,56.33
9/1/2021,2021,9,B259,7,342,17727,15639
9/1/2021,2021,9,B260,7,339,341,369
9/1/2021,2021,9,B261,4,8,8,9
9/1/2021,2021,9,B262,4,240,248.1,289.61
9/1/2021,2021,9,B263,8,331,155.16,164.31
9/1/2021,2021,9,B264,6,322,146.65,157.05
9/1/2021,2021,9,B265,14,436,378.89,444.58
9/1/2021,2021,9,B266,4,18,268,233
9/1/2021,2021,9,B270,8,975,455,481
